,Dokumen,Topik 1,Topik 2,Topik 3,Label
10,penyusunan sistem informasi dinas perindustrian perdagangan disperindag kabupaten bangkalan meningkatkan kualitas pelayanan membantu proses kinerja dinas salah faktor pendorong pemanfaatan sistem informasi meningkatnya kebutuhan fungsi pelayanan dijalankan tujuan penerapan arsitektur enterprise menciptakan keselarasan bisnis teknologi informasi kebutuhan instansi penerapan arsitektur enterprise terlepas instansi merencanakan merancang arsitektur enterprise togaf adm metodologi lengkap instansi memahami tahapan tahapan metodologi diterjemahkan aktivitas perancangan arsitektur enterprise tahapan perancangan arsitektur enterprise berlanjut tahapan rencana implementasi togaf adm memiliki komponen utama arsitektur bisnis arsitektur data arsitektur teknologi arsitektur aplikasi intinya togaf arsitektur enterprise aspek menghasilkan model kerangka dasar mengembangkan sistem informasi terintegrasi mendukung kebutuhan dinas perindustrian perdagangan sesuai peraturan bupati bangkalan nomor uraian tugas jabatan struktural dinas perindustrian perdagangan,0.7681954802067321,0.23091388791788128,0.0008906318753865678,RPL
11,perusahaan pemerintah swasta tujuan dicapai pencapaian tujuan perusahaan pemanfaatan sumber daya dimiliki optimal salah sumber daya sumber daya manusia dimiliki perusahaan sesuai peraturan ditetapkan pt surya madistrindo pamekasan proses promosi jabatan kriteriakriteria aspek kapasitas intelektual aspek sikap kerja aspek perilaku masingmasing sub kriteria tersendiri metode metode fuzzy analytic network process fanp metode fanp mencari bobot prioritas kepentingan kriteria sub kriteria ditetapkan proses perangkingan bobot kriteria masingmasing data karyawan pembobotan diperoleh hasil kuesioner pimpinan perusahaan proses perangkingan mengalikan nilai bobot kriteria tiaptiap sub kriteria menyeleksi karyawan berhak menduduki jabatan tersedia berdasarkan kriteriakriteria ditentukan hasil uji coba menyelesaikan studi proses promosi jabatan karyawan menghasilkan nilai akurasi kunci sistem pendukung keputusan promosi jabatan fuzzy analytic network process fanp,0.000867538095546011,0.9982649348132862,0.0008675270911677965,KK
12,pelayanan makanan pasien rawat inap rumah sakit tujuan menu diet sesuai syarat gizi minimal sesuai penyakit diderita pasien menu disediakan rumah sakit memperhatikan kebutuhan kalori pasiennya individu mengakibatkan penyediaan makanan pasien sesuai kebutuhan kalori perhari pasien dibuatlah sistem pendukung keputusan rekomendasi menu diet pasien alat bantu penyediaan menu makanan pasien metode metode harris benedict perhitungan total kalori pasien metode euclidean perankingannya diharapkan aplikasi sistem pendukung keputusan merekomendasikan menu diet pasien beserta penjelasan kebutuhan kalori perhari asupan makanan perhari makanan dibatasi kunci sistem pendukung keputusan harris benedict euclidean,0.9977086808864422,0.001145701624628151,0.0011456174889295848,KK
13,penyusunan sistem pendukung keputusan pemilihan teknik rekayasa kebutuhan membantu pengembang perangkat lunak membangun proyek perangkat lunak pemilihan teknik rekayasa kebutuhan berdasarkan pilihan system analis bersangkutan berdasarkan karakteristik teknik rekayasa kebutuhan sesuai proyek perangkat lunak menghasilkan perangkat lunak proses evaluasi pemilihan teknik rekayasa kebutuhan salah tahap proyek pengembangan perangkat lunak didalam spk proses pemilihan teknik rekayasa kebutuhan kriteria atribut project pengembang perangkat lunak proses clustering metode self organizing map som parameter distance matrix menangani data multi dimensional euclidean canberra jenis distance matrix lazim tingkat akurasinya menangani data riil hasil diperoleh membandingkan hasil clustering metode som berbasis euclidean distance canberra distance matrix menghasilkan teknik rekayasa kebutuhan efisien obyektif sesuai karakteristik proyek perangkat lunak kunci sistem pendukung keputusan teknik rekayasa kebutuhan clustering self organizing map canberra distance matrix,0.3709791678070186,0.6282224105484231,0.0007984216445583048,RPL
14,sidik jari salah karakteristik fisik manusia identifikasi manusia sidik jari karakteristik berubah kecuali luka rusak akibat kecelakaan sidik jari tindak kriminal pencurian kecurangan administrasi proses pendeteksian sidik jari memudahkan pihakpihak berwajib menangani proses pendeteksian lakukan program komputer tahap perhitungan penentuan titik kenal corepoint proses berperan proses identifikasi manusia menentukan corepoint titik sidik jari manual otomatis manual lakukan kasat mata otomatis tentukan sistem tugas menentukan corepoint sidik jari otomatis metode geometry of region technique grcitra tugas diperoleh database fvc fingerprintbitmaps hasil uji coba sistem terbaik deteksi corepoint sidik jari metode geometry of region technique gr m v proses normalisasi ukuran blok x pixel hasil akurasi sistem didapatkan kunci sidik jari corepoint geometry of region technique gr normalisasi,0.9982343972813319,0.000882819623302056,0.0008827830953660258,KK
15,indonesia perkembangan gizi perhatian status gizinya mengontrol gizi dibutuhkan tubuh penelitian dirancang aplikasi sistem pendukung keputusan menentukan status gizi pasien solusi makanan pasien sesuai riwayat penyakit derita pasien sistem dirancang berbasis web memudahkan admin ahli gizi rumah sakit penentuan status gizi pasien diharapkan aplikasi efisien efektifitas kinerja metode penelitian nave bayes classifier nbc metode terbaru memprediksi probabilitasmetode nave bayes classifier proses penentuan perhitungan probabilitas status gizi dimana dicari nilai probabilitas terbesar kesimpulan penentuan status gizi metode diterapkan studi sistem penentuan status gizi pasien hasil akurasi terbesar kunci nave bayes classifier sistem pendukung keputusan status gizi web,0.41463190891849006,0.0010386707303296125,0.5843294203511803,KK
16,pengenalan tulisan tangan topik penelitian populer peneliti usahausaha sistem pengenalan tulisan tangan otomatis teknik berbeda penelitian membahas pengembangan sistem pengenalan tulisan tangan offline pencirian lokal karakterkarakter tulisan tangan salah faktor penentu pengenalan tulisan tangan model bentuk tulisan tangan penulis dikenali penulis memiliki gaya menulis bentuk tulisan tangan berbeda metode pengenalan pola tulisan tangan penelitian modified direction feature mdf proses ekstraksi fitur learning vector quantization lvq proses klasifikasi proses ekstraksi fitur metode mdf penentuan arah garis posisi tiaptiap piksel proses pelatihan data metode learning vector quantization lvq metode menghasilkan bobot proses pengenalan citra huruf tulisan tangan uji coba sistem hasil terbaik pengenalan citra huruf tulisan tangan diperoleh data pelatihan citra data uji coba citra hasil akurasi sistem didapatkan kunci tulisan tangan modified direction feature learning vector quantization,0.19190436155285157,0.8073037123462348,0.0007919261009135901,KK
17,citra senyum salah fitur biometrik dijadikan bukti autentik sistem pengenalan pola pattern recognition komputerisasi identitas ciri pengenalan senyum diteliti kalangan salah bentuk penerapan pengenalan pola senyum senyum senyum dikenali komputer disimpan database menentukan pola senyuman manual otomatis manual kasat mata otomatis tentukan sistem tugas mengidentifikasi senyuman otomatis metode principal component analysis pca linier descriminant analysis lda dimana jenis senyuman tugas dibagi senyum manis senyum mengejek senyum dipaksakan senyum tertutup senyum terbuka penggunaan metode ekstraksi fitur efisien menentukan keberhasilan sistem pengenalan pola metode klasifikasi pengenalan pola euclidean distance manhattan distance hasil uji coba gambar data pelatihan didapatkan tingkat akurasi pca ordered hasil uji coba pca lda didapatkan tingkat akurasi ordered,0.9981698081515494,0.0009151353794248793,0.0009150564690257218,KK
18,batik kerajinan memiliki nilai seni budaya indonesia batik indonesia beragam jenis tekstur batik warna batik pola batik mencerminkan usul daerah batik pencarian citra berbasis teks efektif penilaian subjektif pengguna merepresentasikan citra sistem menangani pencarian citra query citra sistem perolehan citra berbasis isi spci content based image retrieval cbir penelitian ciri tekstur proses pencarian kemiripan delapan kelas citra batik berbeda cirebon bali bangkalan pamekasan sumenep yogyakarta solo pekalongan objek perolehan citra berbasis isi sistem dibangun proses utamanya ekstraksi fitur tekstur metode gray level difference method gldm arah utama gldm menghitung perbedaan mutlak sepasang derajat keabuan terpisah jarak arah hasil ekstraksi fitur pengukuran jarak kemiripan metode euclidean distance uji coba aplikasi pengukuran kemiripan euclidean distance nilai threshold diperoleh akurasi presisi data pelatihan data uji coba citra ditampilkan,0.9984035268856581,0.0007982202614350402,0.0007982528529067055,KK
19,kebutuhan pencarian data internet cepat faktor pengguna layanan internet sistem informasi tugas simtak fakultas teknik universitas trunojoyo madura membutuhkan pencarian data cepat berdasarkan konteks sistem pencarian dipakai pencarian database dimana hasil pencarian sesuai konteks keywords diinputkan memiliki kebenaran sistem kecerdasan pengetahuan ditangkap diproses ontologi mendukung tugas ontologi spesifikasi konseptualisasi semantik web abstrak representasi world wide web www berbasiskan standar didefinisikan resource description framework rdf ontology web language owl ide dasarnya membawa web memiliki definisi link data efektif mencari otomasi integrasi reuse informasi aplikasi semantik web didefinisikan sekumpulan teknologi dimana komputer memahami arti informasi berdasarkan metadata informasi isi informasi judul pengarang modifikasi tanggal halaman web hak cipta halaman web semantik web pencarian tugas hasil berdasarkan persamaan makna keyword diinputkan user kunci mesin pencari semantic web tugas abstract,0.0007918993159564318,0.9984161076803634,0.0007919930036801698,RPL
20,perusahaan memiliki data berkaitan kegiatan bisnis dijaga diamankan orang berhak mengaksesnya seringkali muncul aksi ilegal mencoba merusak server mencuri data perusahaan mengakibatkan kesalahan fatal kelancaran kegiatan bisnis perusahaan disebabkan data valid menyikapi sistem monitoring keamanan mengamankan server tindakan penyusupan intrusion prevention system ips solusi keamanan jaringan server tindakan penyusupan ips mengembangkan snort fungsi pendeteksi dikombinasikan iptables firewall pencegah penyusupan ips dilengkapi user interface base basic analysis and security engine manajemen rule memudahkan admin memonitor sistem keamanan tindakan penyusupan jaringan server snort alert terdeteksi serangan disimpan log snort memerintahkan iptables drop alamat penyerang detail serangan tampilan user interface base hasil pengujian didapatkan snort iptables ips respon cepat terdeteksi serangan tanggap ratarata detik serangan terdeteksinya alert,0.8432687375679127,0.15585611473263036,0.000875147699456979,RPL
21,citra digital dimanfaatkan aspek kehidupanoleh membutuhkan tampilan citra merepresentasikan objek citra salah permasalahan pengambilan gambar citra kemampuan mengambil gambar luas gambar diambil kali menyebabkan gambar objeknya terpisahpisah mengatasi permasalahan proses penggabungan citra penelitian metode watershed metode ditentukan titik korespondensi masingmasing citra kandidat daerah hasil korespondensi disegmen menggunkan metode watershed hasil segmentasinya mencari region cut acuan penggabungan citra proses penggabungan citra dsebut mosaic panoramik hasil penelitian citra panorama ideal dperoleh citra masukan kesamaan obyek titik korespondensi dipilih obyek citra masukan kunci citra panorama mosaikpanoramik metode watershed,0.4172317005006086,0.5815957336145821,0.0011725658848094006,KK
22,beasiswa pemberian bantuan keuangan perorangan bertujuan keberlangsungan pendidikan ditempuh program beasiswa diadakan meringankan beban mahasiswa menempuh studi kuliah biaya fakultas teknik universitas trunojoyo memiliki program beasiswa berhak menerima beasiswa bantuan belajar mahasiswa bbm beasiwa peningkatan prestasi akademik ppa jenis beasiswa memiliki kriteria faktor bobot berbeda seleksi beasiswa mengalami kesulitan banyaknya pemohon banyaknya kriteria manual mengakibatkan efektifnya keputusan membantu menetapkan layak menerima beasiswa dibutuhkan sistem pendukung keputusan metode penelitian analytic network process anp technique order preference by similarity to ideal solution topsis penelitian diangkat menganalisa validitas alternatif terbaik penerima beasiswa berdasarkan kriteriakriteria ditentukan metode anp dicari solusi pengurutan metode topsis berdasarkan hasil uji coba sistem perbedaan selisih hasil rekomendasi sistem data aktual pemenang beasiswa ppa jurusan informatika selisih hasil rekomendasi sistem data aktual pemenang beasiswa bbm jurusan informatika kunci anp topsis mcdm pengambilan keputusan multi kriteria seleksi beasiswa,0.000728490215311813,0.0007285536929512221,0.998542956091737,KK
23,spare part salah pengoperasian mesin sepeda motor peningkatan penjualan spare part terduga proses tuneup menyebabkan kesulitan pelayanan terbaik konsumen penurunan penjualan spare part menyebabkan penumpukan spare part gudang sistem peramalan meramalkan penjualan spare part periode sistem peramalan metode jaringan syaraf tiruan algoritma propagasi momentum meramalkan penjualan spare part data tersimpan dihitung epoh learning rate berbeda hasil uji coba system disimpulkan data data training learning rate epoh menghasilkan tingkat kesalahan,0.26315692131938156,0.7353998125911025,0.0014432660895157816,KK
24,abstrak penjiplakan muncul berkembang bidang pendidikan karya tulis isinya menjiplak karya tulis orang mengatasi salah satunya solusinya aplikasi mengelompokan dokumen mendeteksi penjiplakan dokumen tugas aplikasi mendeteksi penjiplakan dokumen membandingkan dokumen pendeteksian penjiplakan dokumen algoritma winnowing algoritma winnowing berfungsi proses dokumen fingerprint merubah teks sekumpulan nilai nilai hash nilai hash mendeteksi tingkat kesamaan dokumen pengelompokan dokumen algoritma fuzzy kmeans hasil uji coba aplikasi diambil kesimpulan nilai ngram basis window hasil prosentase kemiripan dokumen menghasilkan nilai ngram basis window prosentase kemiripan dokumen menghasilkan prosentase perhitungan nilai fmeasure dipengaruhi keakuratan data diproses kunci deteksi penjiplakan cluster fmeasure,0.001060704091070423,0.6857952264128042,0.31314406949612533,KK
25,sumber daya manusia mutlak dibutuhkan kemajuan perusahaan menjadikan perusahaan perusahaan maju kalah bersaing perusahaan dibuatlah sistem pendukung keputusan spk pemilihan karyawan berprestasi mencari karyawan berprestasi sistem pendukung keputusan spk fahp electre ii metode fahp metode obyektif proses penilaian berdasarkan hirarki kriteria digabungkan konsep fuzzy sesuai kriteria penilaian kinerja karyawan perusahaan bobot proses metode electre ii karyawan berprestasi menjaga penilaian berpihak salah karyawan bebas intervensi karyawan perusahaan independen profesional penilaian karyawan hasil penilaian angkaangka departemen sdm penjumlahan nilai komulatif kriteria karyawan terbaik prioritas kriteria metode fahp electreii hasil keluaran mendekati keakuratan hasil diperoleh areal manager banding hitung manual perusahaan memperhatikan bobot kepentingan,0.0009874285852591392,0.9980251515170439,0.0009874198976969908,KK
26,abstrak data sma wachid hasyim tamansepanjang data siswa mentah data diolah pengolahan data mengelompokan clustering datadata memiliki beragam metode salah satunya som self organizing map menvalidasi data penggunaan distance matrix idb indeks daviesbouldin idb som bertujuan meningkatkan akurasi validasi hasil analisa data penganalisaan data studi sma wachid hasyim tamansepanjang bertujuan tingkat kemiripan siswa kelompok kelas metode som mengelompokan data berdekatan dicari kemiripannya berdasarkan pola kemiripan data pengelompokan siswa dijadikan cluster learning rate epoch mse terkecil epoch data training dijadikan sembilan cluster learning rate epoch mse terkecil epoch cluster data training nilai terkecil pemvalidasian cluster idb sembilan cluster data training cluster nilai idb hasilnya akurat kelas terbentuk kelompok kunci clustering som eucledian distance idb sma wachid hasyim tamansepanjang,0.8435359671603994,0.15561138748087888,0.000852645358721665,KK
27,citra diterapkan aspek kehidupan bidang kedokteran tubuh manusia mendeteksi penyakit bidang geologi memetakan wilayah dibutuhkan tampilan citra merepresentasikan obyek batasan luas citra kendala penerapan fungsi manfaat citra aplikasi penggabungan citra mosaic panoramic memperluas tampilan citra bermanfaat informasi obyek penelitian metode scale invariant feature transform sift pendeteksian keypoint keypoint berubah berdasarkan nilai threshold ditentukan pasang citra diteliti nilai threshold citra masukan keypoint berkesesuaian bernilai proses mosaic panoramic nilai threshold keypoint berkesesuaian bernilai menghasilkan citra hasil mosaic panoramic nilai threshold keypoint berkesesuaian pasang citra masukan citra masukan ditemukan proses mosaic panoramic menghasilkan citra hasil mosaic panoramic kunci mosaic panoramic sift scale invariant feature transform keypoint,0.218176472764789,0.7808552941792619,0.0009682330559490494,KK
28,teknologi biometrik mengalami perkembangan pesat lazim diterapkan bidang aplikasi proses pengenalan telapak tangan diteliti telapak tangan biometrika relatif telapak tangan memiliki karakteristik unik garis telapak tangan bersifat stabil orang garis telapak tangan berbeda orang kembar keunikan kestabilan garis telapak tangan telapak tangan fitur handal telapak tangan sistem pengenalan penelitian proses pengenalan telapak tangan metode naive bayes proses classifier reduksi dimensinya principal component analysis pca sistem diuji coba citra telapak tangan orang orang sampel telapak tangan hasil pengujian ratarata memperoleh persentase keberhasilan,0.0012303009697534784,0.9975394845337359,0.0012302144965107957,KK
29,diagnosa penyakit mata sistem informasi inti permasalahan penelitian studi dokter pakar memiliki keterbatasan melayani pasien jam harihari dokter minggu jam kali pelayanan asisten dokter membantu pelayanan denga maksimal maksimalnya peranan dokter pasien terbatasnya keberadaaan dokter pakar minimnya pelayanan dokter pasien nya minimnya pengetahuan gejala sakit dirasakan mendukung terdapatnya sistem diagnosa solusi gejala berdasarkan penelitian bertujuan aplikasi sistem pakar berbasis web mendiagnosa gejala penyakit mata metode pengembangan aplikasi fuzzy mamdani inferensi forward chainning input dibutuhkan sistem data jenis gejala gejala output nilai tingkat keparahan penyakit mengarah solusi hasil uji coba sistem dokter diperoleh nilai keakuratan kunci metode fuzzy mamdani forward chaining diagnosa penyakit mata,0.9980634924438978,0.000968265251254148,0.0009682423048480853,KK
30,penggunaan teknologi mobile marak disamping keunggulannya mudah bawa dibawa kemanamana teknologi mobile mudah dieksplorasi terbukti smartphone layanan bermanfaat penggunanya toefl test of english as a foreign languange dibutuhkan menghadapi kemajuan teknologi besarnya minat masyarakat belajar bahasa inggris mengikuti testes toefl berpengaruh kemajuan teknologi android subset perangkat lunak perangkat mobile meliputi sistem operasi middleware aplikasi inti release google android sdk tools api application programming interface aplikasi platform android bahasa pemrograman java eclipse ide integrated development environment coding aplikasi android salah pemanfaatan teknologi mobile media pembelajaran tes toefl teks audio teknologi android berbasis mobile tes toefl pembelajaran test kelebihan listening menu aplikasi diharapkan membatu meningkatkan pemahaman pengguna tes toefl kunci tes toefl android java mobile sdk,0.0008827062278225114,0.9982344453866666,0.0008828483855107928,RPL
31,perusahaan mengharapkan hubungan pelanggan pt x perusahaan bergerak bidang minyak gas bumi negara pengelolaan hubungan berdampak peningkatan citra perusahaan dimata pelanggan penilaian kinerja perusahaan diukur kriteria crm scorecard crm scorecard diambil balanced scorecard bsc berfokus pelanggan penilaian kinerja metode analytic network process anp pembobotan pt x menilai kinerja perusahaan traffic light system hasilnya hasil scoring kpi kpi level buruk ekuitas pelanggan sistem penghargaan kpi perhatian indikator level kpi perluasan pelanggan teknologi informasi struktur organisasi perusahaan berhatihati indikator level kpi profitabilitas kesetiaan pelanggan kepuasan pelanggan nilai hubungan pelanggan perolehan pelanggan mempertahankan pelanggan peranan manajemen pelatihan kerjasama kunci sistem penilaian kinerja crm scorecard analytic network process anp key performance indicator kpi,0.02038239009956198,0.9786853704422875,0.0009322394581504781,RPL
32,teknik kalibrasi berpengaruh perkembangan computer vision proses teknik kalibrasi pengolahan lanjutan proses vision dilakukannya kalibrasi proses vision mudah prosesnya teknik kalibrasi menentukan parameter proses vision rekonstruksi d penelitian mencoba mengangkat teknik kalibrasi kamera klasik popular teknik kalibrasi kamera algoritma tsai simulasi hasil parameter pengukuran obyek aplikasi dibandingkan obyek real hasil ujicoba didapatkan hasil tahapan proses kalibrasi kamera metode tsai berhasil data parameter simulasi ujicoba skenario masingmasing skenario percobaan hasil hasil pengukuran aplikasi hasil pengukuran nyata galat relative perhitungan aplikasi ratarata perhitungan nyata hasil disebabkan proses pengambilan data spesifikasi terbatas kunci kalibrasi kamera algoritma tsai computer vision,0.0010495728065135913,0.9979008221026777,0.0010496050908086277,KK
33,pemilihan supplier salah isu pemilihan supplier supply chain hubungan memiliki pengaruh kelangsungan produksipada tugas dianalisa analytic hierarchy process ahp fuzzy multiobjective programming fmop pemilihan supplier industri batik podhek pemekasan perhitungan ahp diperoleh nilai bobot kriteria pemilihan supplier nilai masukan fmop fmop solusi memaksimalkan meminimalkan tujuansetelah proses perhitungan faktor kriteria kontribusi pemilihan supplier kriteria harga kualitas tingkat cacat keterlambatan pengiriman hasil penelitian diperoleh supplier optimum toko utara bahan baku kain batasan pembelian lembar didapatkan hasil z z z z bahan baku pewarna malan batasan pembelian kg didapatkan hasil z z z z z z z z kunci supply chain management scm pemilihan supplier analytical hierarchy process fuzzy multiobjective programming,0.2685303642451428,0.7304309543141329,0.0010386814407243228,KK
34,kabupaten pamekasan salah pusat industri perdagangan batik tulis diandalkan salah sumber pendapatan daerah batik tulis madura batik tulis pamekasan memiliki corak design khas penulis meneliti pembuatan model penjualan produk unggulan batik khas pamekasan berbasis electronic commerce tujuan penelitian membangun model ecommerce interaktif mendukung potensi perindustrian perdagangan kabupaten pamekasan mempermudah transaksi penjualan produk unggulan batik tulis khas pamekasan model ecommerce diterapkan business to customer bc metodologi penelitian metode sdlc software development life cycle sdlc waterfall berdasarkan hasil analisis kuisioner dibagikan pelanggan responden mencakup fiturfitur website simpulan diambil pemodelan diimplementasikan website ecommerce dibuktikan hasil kuisoner ratarata persentase responden setuju mencapai kunci batik ecommerce bc model,0.7207731853527115,0.2782585124170681,0.0009683022302203145,RPL
35,toko batik tulis madura salah toko beroperasi website ecommerce model ecommerce website memiliki kekurangan fitur rekomndasi memudahkan konsumen mencari barang dibelinya penelitian bertujuan rekomendasi decision aid membantu pelanggan memilih produk website toko batik tulis madura teknik pengumpulan analis data studi literatur berhubungan decision aid multi criteria observasi website toko batik tulis madura interview pemilik website toko batik tulis madura pembuatan implementasi penelitian model waterfall jenis decision aid diimplementasikan multi criteria filtering metode pembobotan multi criteria filtering decision matrix hasil ujicoba sample percobaan kali data perconbaan pencarian presentase akurasi error hasil uji kelayakan kuisoner dihasilkan performa dimiliki tool tool layak diintegrasikan website ecommerce kunci decision aid multi criteria filtering,0.9981527137583865,0.0009236308987715445,0.0009236553428418949,RPL
